Organisation_Code,Legal_Name,Is_RTO,Status,Registration_Manager,Legal_Authority,Head_Office_Physical_Address,Head_Office_Location_State,Latitude,Longitude,RTO_Type,NSW_Delivery_Approved,VIC_Delivery_Approved,QLD_Delivery_Approved,SA_Delivery_Approved,WA_Delivery_Approved,TAS_Delivery_Approved,NT_Delivery_Approved,ACT_Delivery_Approved
1056,Australian Federal Police College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"9 Brisbane Avenue, Barton, ACT, 2600",Australian Capital Territory,-35.30994,149.1376,Enterprise - Government,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1074,Department of Corrections,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Heritage House, 6 Knuckley Street, DARWIN, NT, 0800",Northern Territory,-12.46496,130.84048,Enterprise - Government,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1079,State Fire Commission,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Cnr Argyle & Melville Streets, Hobart, TAS, 7000",Tasmania,-42.87919,147.32712,Enterprise - Government,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1085,The Arnhem Land Progress Aboriginal Corporation,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"70 O'Sullivan Circuit, East Arm, NT, 0822",Northern Territory,-12.47198,130.91328,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1091,Housing Industry Association Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"8 Gwynne St, CREMORNE, VIC, 3121",Victoria,-37.827183,144.993243,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1112,Seafood and Maritime Industries Training Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 10-12
110 Reichardt Road, Winnellie, NT, 0820",Northern Territory,-12.42901,130.86939,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1126,Work & Training Limited,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"1 Bowen Road, Moonah, TAS, 7009",Tasmania,-42.85014,147.30701,Industry Association,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1128,Tasmanian Networks Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"8 Mornington Road, Mornington, TAS, 7018",Tasmania,-42.85956,147.39461,Enterprise - Non-Government,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1129,Guilford Young College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"74 Bowden Street, Glenorchy, TAS, 7010",Tasmania,-42.83497,147.27022,School - Catholic,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1191,Supreme Business College Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 6, 505 George Street, SYDNEY, NSW, 2000",New South Wales,-33.87504,151.20629,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1223,Nepean Community College Inc,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Shop 115b Westfield Penrith
585 High Street, Penrith, NSW, 2750",New South Wales,-33.75108,150.69402,Community Based Adult Education Provider,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1252,Western Riverina Community College Inc,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"23 Hickey Crescent, Griffith, NSW, 2680",New South Wales,-34.28395,146.05917,Community Based Adult Education Provider,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1327,Basair Australia Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"628/23-25 Airport Ave, Bankstown Airport, NSW, 2200",New South Wales,-33.91863,150.9922,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1340,Hillsong College Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"1-5 Solent Circuit, Baulkham Hills, NSW, 2153",New South Wales,-33.73299,150.95945,Community Based Adult Education Provider,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1362,Christine McGibbon Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"310 Vulture St, KANGAROO POINT, QLD, 4169",Queensland,-27.4839,153.03342,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1373,YWCA of Canberra,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 2 & 3

71 Northbourne Avenue, Canberra, ACT, 2601",Australian Capital Territory,-35.27633,149.12919,Community Based Adult Education Provider,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1441,Australian College of Commerce & Management Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"8/36 Auburn St, Wollongong, NSW, 2500",New South Wales,-34.43725,150.88722,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1476,Queensland College of Dance,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"26 Glentanna St, KEDRON, QLD, 4031",Queensland,-27.39828,153.02957,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1511,The University of Queensland,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"WARREGO HWY, Gatton, QLD, 4343",Queensland,-27.53856,152.2813,University - Government,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1549,Queensland Police Service,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"RUDD ST, Oxley, QLD, 4075",Queensland,-27.57525,152.97344,Enterprise - Government,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1585,Brisbane School of Distance Education,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"4 Cavendish Rd, Coorparoo, QLD, 4151",Queensland,-27.48505,153.05316,School - Government,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1607,Skill360 Australia Limited,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"1 Wilkinson St, Manunda, QLD, 4870",Queensland,-16.92074,145.757,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1623,Blue Tongue Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 2 251-253 St Georges Tce, PERTH, WA, 6000",Western Australia,-31.95288,115.84972,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1627,Darling Downs Hospital and Health Service,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Baillie Henderson Hospital, Penrose Unit, Toowoomba, QLD, 4350",Queensland,-27.55451,151.94179,Enterprise - Government,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1674,Southburn Pty Ltd as Trustee for the Lennon Family Trust,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"11 Kyle Street, Emerald, QLD, 4720",Queensland,-23.4976,148.15123,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1685,R and P Gray Holdings Pty Ltd as Trustee for The Gray Family Trust,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"12 MOUNT GRAVATT CAPALABA RD, Upper Mount Gravatt, QLD, 4122",Queensland,-27.55792,153.08588,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1704,Benchmark Power Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"53 BENNETTS RD, Camp Hill, QLD, 4152",Queensland,-27.48956,153.06486,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1709,JOHN & MARY IVANOV CONSOLIDATED,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"330 Bayswater Road, Garbutt, QLD, 4814",Queensland,-19.27401,146.76454,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1718,Performance Training Pty Limited,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"8 Ure Court, Buderim, QLD, 4556",Queensland,-26.68366,153.0614,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1719,TOOWOOMBA REGIONAL GROUP APPRENTICESHIP COMPANY PTY. LIMITED,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"56 Duhig Street, HARRISTOWN, QLD, 4350",Queensland,-27.56983,151.92986,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1735,Simmonds & Bristow Pty. Ltd.,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 6 62 Curzon St, TENNYSON, QLD, 4105",Queensland,-27.52936,153.00478,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1749,Cairns Beauty Academy Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Shop 9 31-33 Plaza Pde, MAROOCHYDORE, QLD, 4558",Queensland,-26.65704,153.08857,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1782,Aiden Watson Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"63 Gumdale St, WAKERLEY, QLD, 4154",Queensland,-27.48934,153.16404,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1810,Noosa Community Training Centre Inc,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 9 91 Poinciana Ave, TEWANTIN, QLD, 4565",Queensland,-26.391902,153.037516,Community Based Adult Education Provider,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1820,PCD Training Services Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Suite 212 147 Pirie St, ADELAIDE, SA, 5000",South Australia,-34.92512,138.60764,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1826,Fraser Coast - Training Employment Support Service Inc,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"9 Woocoo Dr, Oakhurst, QLD, 4650",Queensland,-25.51638,152.61468,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1847,STEPS Group Australia Limited,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 1 14 Palmerston Cct, PALMERSTON, NT, 0830",Northern Territory,-12.48051,130.98407,Industry Association,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1858,Ambulance Tasmania,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Lower Level, 12 Brisbane Street, Hobart, TAS, 7000",Tasmania,-42.87778,147.32575,Enterprise - Government,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1886,Dovaston Consulting Group Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"2/133 Mitchell Street, DARWIN, NT, 0800",Northern Territory,-12.46458,130.8408,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1896,School of Hairdressing Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"1st Floor, 189 William Street Arcade, William Street, Northbridge, WA, 6003",Western Australia,-31.94921,115.85871,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1907,Work Health & Safety Foundation,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"128 Farrington Road, North Lake, WA, 6163",Western Australia,-32.0803,115.84552,Community Based Adult Education Provider,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1915,Australian Higher Education Academy Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"15, 200 Wellington Street, EAST PERTH, WA, 6004",Western Australia,-31.95431,115.86765,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1918,ATI-Mirage Training and Business Solutions Pty Ltd,TRUE,Current,Western Australian Training Accreditation Council (WA TAC),Section 27(1) of the Vocational Education and Training Act WA 1996,"Cloisters Level 1, 863 Hay Street, PERTH, WA, 6000",Western Australia,-31.953,115.85328,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1927,Real Estate Institute of Western Australia Inc,TRUE,Current,Western Australian Training Accreditation Council (WA TAC),Section 27(1) of the Vocational Education and Training Act WA 1996,"REIWA House, 215 Hay Street, SUBIACO, WA, 6008",Western Australia,-31.94735,115.83143,Industry Association,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1933,Nationwide Training Pty Ltd,TRUE,Current,Western Australian Training Accreditation Council (WA TAC),Section 27(1) of the Vocational Education and Training Act WA 1996,"13 Collingwood Street, OSBORNE PARK, WA, 6017",Western Australia,-31.90009,115.81322,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1938,Department of Fire and Emergency Services,TRUE,Current,Western Australian Training Accreditation Council (WA TAC),Section 27(1) of the Vocational Education and Training Act WA 1996,"547 Dundas Road, FORRESTFIELD, WA, 6058",Western Australia,-31.97298,115.98866,Enterprise - Government,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1967,ETAS (WA) Pty Ltd,TRUE,Current,Western Australian Training Accreditation Council (WA TAC),Section 27(1) of the Vocational Education and Training Act WA 1996,"4/24 Parkland Road, OSBORNE PARK, WA, 6017",Western Australia,-31.916495,115.814272,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1974,Construction Skills Centre,TRUE,Current,Western Australian Training Accreditation Council (WA TAC),Section 27(1) of the Vocational Education and Training Act WA 1996,"80 Beaufort Street, PERTH, WA, 6000",Western Australia,-31.94964,115.86265,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
